PublicID,V3J_PublicID,V3J_Complete,V3J_Status,V3JVer,V3JDATE_INT,V3JA01a,V3JA01b,V3JA01c,V3JA01d,V3JA01e,V3JA01f,V3JA01g,V3JA01h,V3JA01i,V3JA01j,V3JA02a,V3JA02b,V3JA02c,V3JA02d,V3JA02e,V3JA02f,V3JA02g,V3JA02h,V3JA02i,V3JA02j
04698E,04698E,Complete,Passed,2,-56,3,4,4,2,3,2,1,1,1,4,2,1,2,2,2,2,3,2,1,2
04701S,04701S,Complete,Passed,2,-96,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2
04703O,04703O,Complete,Passed,2,-79,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,2,1,2
04705K,04705K,Complete,Passed,2,-86,4,4,4,3,4,4,4,3,4,4,2,1,2,2,2,2,2,1,2,2
04706I,04706I,Complete,Passed,2,-96,3,2,4,3,3,2,2,2,3,2,2,2,3,3,3,2,3,1,1,2
04709C,04709C,Complete,Passed,2,-94,3,4,2,4,4,3,4,3,4,4,1,1,1,1,1,1,1,1,1,1
04710R,04710R,Complete,Passed,2,-83,3,4,3,4,4,3,3,2,3,3,2,1,2,2,2,1,3,3,1,2
04713L,04713L,Complete,Passed,2,-74,4,4,4,4,4,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1
04717D,04717D,Complete,Passed,2,-92,3,3,2,2,2,2,2,2,3,2,3,3,2,3,3,2,2,2,2,2
04720O,04720O,Complete,Passed,2,-83,4,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2
04723I,04723I,Complete,Passed,2,-87,4,4,4,4,4,4,3,4,4,2,1,1,2,2,2,1,2,2,1,1
04726C,04726C,Complete,Passed,2,-88,4,3,2,3,4,3,3,3,3,3,1,1,2,1,2,1,1,1,1,1
04729T,04729T,Complete,Passed,2,-84,4,4,3,4,3,2,1,3,3,3,2,1,1,2,2,1,1,1,1,1
04732H,04732H,Complete,Passed,2,-77,4,4,4,4,4,3,3,2,3,2,2,2,3,1,1,2,2,2,2,1
04734D,04734D,Complete,Passed,2,-94,3,2,3,2,2,3,2,1,3,3,4,3,3,2,3,3,3,2,3,3
04735B,04735B,Complete,Passed,2,-98,3,4,3,3,2,3,2,2,2,2,3,2,2,2,3,3,2,2,2,2
04738S,04738S,Complete,Passed,2,-80,4,4,3,4,4,4,4,4,4,3,1,1,2,1,1,1,1,1,2,2
04742E,04742E,Complete,Passed,2,-89,4,4,4,4,4,4,4,4,4,2,2,2,4,1,1,2,3,3,1,1
04743C,04743C,Complete,Passed,2,-85,4,3,3,2,2,3,1,2,2,2,2,2,2,2,2,2,3,2,1,1
04748P,04748P,Complete,Passed,2,-78,3,2,3,1,3,2,2,2,3,2,1,2,2,1,2,1,2,1,1,1
04749N,04749N,Complete,Passed,2,-91,3,3,2,4,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,2
04751D,04751D,Complete,Passed,2,-78,4,3,3,3,4,3,3,2,3,3,2,2,2,2,1,3,1,1,1,1
04753W,04753W,Complete,Passed,2,-94,3,2,3,2,2,1,3,3,2,2,2,2,3,3,3,3,2,2,1,3
04754U,04754U,Complete,Passed,2,-73,4,3,4,4,4,4,3,4,4,3,2,1,2,1,1,2,2,1,1,2
04756Q,04756Q,Complete,Passed,2,-98,4,4,4,4,3,3,4,4,4,4,2,1,2,4,4,1,2,1,1,1
04758M,04758M,Complete,Passed,2,-85,4,3,3,3,2,3,3,2,4,3,2,2,3,2,2,1,2,2,2,2
04759K,04759K,Complete,Passed,2,-95,4,3,3,2,2,2,1,1,3,2,2,1,3,2,2,1,3,1,2,1
04761A,04761A,Complete,Passed,2,-72,4,2,3,3,4,3,2,3,4,3,2,1,3,1,2,2,3,2,1,2
04762V,04762V,Complete,Passed,2,-79,4,4,3,4,4,3,1,2,3,4,2,2,2,1,1,1,1,3,2,2
04768J,04768J,Complete,Passed,2,-80,4,3,2,2,3,3,1,3,4,2,3,2,2,4,4,2,3,2,2,4
04769H,04769H,Complete,Passed,2,-73,4,3,4,3,4,3,2,4,3,4,1,1,1,1,1,1,2,1,1,1
04773Q,04773Q,Complete,Reviewed,2,-95,4,3,2,2,3,4,1,3,,2,4,2,3,1,1,3,2,2,2,3
04775M,04775M,Complete,Passed,2,-106,4,1,3,2,4,3,4,2,4,1,3,1,2,2,1,2,2,1,1,1
04776K,04776K,Complete,Passed,2,-80,4,4,3,4,4,3,4,2,4,2,2,1,2,4,3,1,2,1,2,3
04778G,04778G,Complete,Passed,2,-84,4,4,3,4,4,3,1,3,3,3,2,1,1,3,3,1,1,1,1,2
04780T,04780T,Complete,Passed,2,-80,4,3,3,4,4,3,4,2,4,3,1,2,1,2,2,1,2,2,1,1
04781R,04781R,Complete,Passed,2,-94,4,3,3,4,4,3,3,3,3,3,2,2,1,2,1,2,2,1,1,1
04782P,04782P,Complete,Passed,2,-77,4,2,3,3,3,1,3,4,3,3,1,1,1,3,3,4,3,3,1,1
04790Q,04790Q,Complete,Passed,2,-95,3,2,3,3,3,3,3,3,3,3,2,1,2,1,1,1,2,1,1,1
04792M,04792M,Complete,Passed,2,-79,3,4,2,3,3,2,1,3,2,4,1,1,2,2,2,2,1,2,1,1
04798A,04798A,Complete,Passed,2,-79,3,2,3,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
04801O,04801O,Complete,Passed,2,-62,4,2,2,2,3,1,3,2,2,2,2,2,2,2,2,2,3,2,2,2
04804I,04804I,Complete,Passed,2,-110,4,3,2,4,3,3,4,1,2,3,2,1,2,2,3,2,4,1,1,1
04806E,04806E,Complete,Passed,2,-82,4,4,3,4,3,4,4,4,3,3,2,1,2,1,1,2,2,1,1,1
04807C,04807C,Complete,Passed,2,-109,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,4,1,1,1
04808A,04808A,Complete,Passed,2,-86,4,1,4,4,3,4,4,1,2,2,1,2,2,1,1,2,2,2,2,1
04809V,04809V,Complete,Passed,2,-91,4,2,2,4,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1
04810N,04810N,Complete,Passed,2,-75,4,4,4,4,4,4,2,4,4,4,4,2,3,1,2,2,2,2,2,2
04812J,04812J,Complete,Passed,2,-79,3,3,3,4,4,3,2,2,3,3,4,2,4,2,2,3,4,3,1,1
04814F,04814F,Complete,Passed,2,-88,4,4,4,4,4,4,4,3,4,4,2,1,3,1,2,1,2,2,2,2
04815D,04815D,Complete,Passed,2,-82,4,4,3,3,3,3,4,3,4,4,1,3,1,1,1,2,1,3,1,1
04818U,04818U,Complete,Passed,2,-104,3,4,2,1,3,1,1,2,1,1,2,1,1,1,1,2,1,4,3,2
04819S,04819S,Complete,Passed,2,-73,4,3,3,3,4,4,4,4,3,2,2,2,2,2,1,1,1,4,3,2
04821I,04821I,Complete,Passed,2,-76,4,2,3,3,4,2,1,2,2,3,3,2,2,1,1,2,2,1,1,1
04823E,04823E,Complete,Passed,2,-81,4,4,4,4,3,3,2,3,2,2,2,2,2,3,3,2,4,2,3,2
04825A,04825A,Complete,Passed,2,-81,3,3,3,2,3,3,2,2,2,2,1,3,2,2,2,2,2,2,2,2
04826V,04826V,Complete,Passed,2,-74,4,4,4,4,4,4,3,4,4,3,4,2,4,2,2,3,4,4,4,2
04827T,04827T,Complete,Passed,2,-82,4,3,4,4,4,4,2,4,3,4,3,2,2,2,2,3,2,2,1,2
04829P,04829P,Complete,Passed,2,-86,4,2,3,4,3,2,4,3,2,2,1,1,2,4,2,2,3,4,2,2
04830H,04830H,Complete,Passed,2,-88,4,2,3,2,3,4,4,4,4,3,2,1,1,2,2,2,2,1,1,1
04833B,04833B,Complete,Passed,2,-83,3,4,2,2,3,2,2,3,1,2,3,2,2,2,3,2,2,3,1,2
04836S,04836S,Complete,Passed,2,-78,2,3,3,1,2,3,1,3,2,1,2,2,1,2,2,1,4,3,2,2
04839M,04839M,Complete,Passed,2,-110,3,2,4,3,2,3,3,2,3,3,1,2,2,1,1,1,2,1,1,1
04842A,04842A,Complete,Passed,2,-72,4,4,2,4,4,3,3,4,3,3,1,1,1,1,1,2,2,1,1,1
04844T,04844T,Complete,Reviewed,2,-75,4,4,4,4,4,4,4,4,4,4,2,1,2,1,2,2,,2,4,2
04845R,04845R,Complete,Passed,2,-77,4,4,4,4,4,4,4,4,4,4,2,3,3,1,1,2,2,3,1,1
04846P,04846P,Complete,Passed,2,-79,4,3,4,4,2,3,3,4,4,3,3,2,2,1,1,1,1,2,1,3
04847N,04847N,Complete,Passed,2,-83,4,2,2,2,2,3,2,3,4,3,4,4,4,2,2,2,3,3,2,2
04848L,04848L,Complete,Passed,2,-74,4,4,4,3,4,4,4,3,4,4,2,2,2,2,2,2,1,1,1,2
04853S,04853S,Complete,Passed,2,-87,3,4,4,4,4,1,4,2,4,1,2,3,1,1,1,4,4,2,2,2
04855O,04855O,Complete,Passed,2,-89,2,4,1,4,1,3,3,3,4,4,2,1,2,4,2,4,4,4,4,4
04858I,04858I,Complete,Passed,2,-111,4,4,3,2,2,3,4,2,4,1,3,1,1,2,2,1,2,2,1,2
04859G,04859G,Complete,Passed,2,-79,4,4,3,4,3,2,2,2,4,4,3,2,2,3,3,2,3,3,2,3
04862R,04862R,Complete,Passed,2,-100,3,4,4,3,4,3,3,3,4,3,2,3,2,3,3,3,4,2,2,4
04863P,04863P,Complete,Passed,2,-92,4,4,3,3,3,1,4,1,4,3,2,3,3,4,4,4,4,1,1,3
04864N,04864N,Complete,Passed,2,-70,3,3,2,2,3,2,2,2,3,2,2,2,2,3,1,2,3,2,2,1
04865L,04865L,Complete,Passed,2,-108,3,4,3,3,3,1,1,1,2,2,4,3,4,3,3,3,3,3,3,3
04866J,04866J,Complete,Passed,2,-111,4,2,3,2,3,2,3,2,4,3,2,1,1,2,1,2,1,2,2,2
04867H,04867H,Complete,Passed,2,-57,4,4,2,3,3,4,1,2,2,2,2,1,2,2,2,2,2,1,1,1
04870S,04870S,Complete,Passed,2,-71,3,2,2,2,3,2,2,3,3,2,2,1,1,2,2,1,2,1,1,2
04872O,04872O,Complete,Passed,2,-85,4,3,3,3,3,2,2,1,3,2,3,3,2,1,1,1,2,1,2,1
04873M,04873M,Complete,Passed,2,-101,4,3,4,3,2,3,4,4,4,4,2,1,2,2,2,3,4,2,2,2
04875I,04875I,Complete,Passed,2,-88,4,3,2,2,2,2,3,2,4,2,3,2,2,4,4,4,2,3,3,4
04876G,04876G,Complete,Passed,2,-107,4,3,3,3,4,3,2,2,4,4,2,2,1,2,1,2,2,1,1,1
04877E,04877E,Complete,Passed,2,-89,4,4,4,4,4,4,4,4,4,4,1,1,1,3,3,1,1,1,1,1
04879A,04879A,Complete,Passed,2,-86,4,4,3,4,3,3,4,4,4,4,2,1,2,4,4,2,3,3,2,2
04884H,04884H,Complete,Passed,2,-103,4,4,4,4,4,4,4,4,4,1,2,1,2,2,2,1,2,1,1,1
04891K,04891K,Complete,Passed,2,-86,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,1,2,4,2,4
04892I,04892I,Complete,Passed,2,-86,4,4,4,4,4,4,3,4,4,4,2,1,2,1,1,2,2,2,1,2
04895C,04895C,Complete,Passed,2,-76,4,4,4,3,3,3,1,2,3,3,2,3,3,4,4,2,2,2,1,3
04896A,04896A,Complete,Passed,2,-87,3,3,2,3,4,3,3,3,4,3,1,1,1,2,1,2,1,1,1,1
04898T,04898T,Complete,Passed,2,-80,4,3,2,1,4,3,3,4,4,2,1,2,4,4,3,4,4,2,3,3
04901K,04901K,Complete,Passed,2,-76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
04904E,04904E,Complete,Passed,2,-84,4,4,4,4,4,4,3,4,4,1,2,2,2,2,2,2,2,2,1,1
04906A,04906A,Complete,Passed,2,-89,4,4,3,4,4,4,4,3,4,3,2,1,2,3,2,2,2,1,4,2
04907V,04907V,Complete,Passed,2,-84,4,3,3,2,3,2,2,3,3,3,1,1,2,1,2,2,2,1,1,1
04908T,04908T,Complete,Passed,2,-65,4,4,2,3,3,2,2,3,3,2,2,2,2,3,3,2,2,2,2,3
04911H,04911H,Complete,Passed,2,-73,4,4,4,4,3,3,3,3,4,2,1,1,2,2,2,1,2,1,1,2
04912F,04912F,Complete,Passed,2,-95,4,2,3,3,4,4,3,3,3,3,1,2,3,1,2,1,1,1,1,1
04913D,04913D,Complete,Passed,2,-79,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,1
04914B,04914B,Complete,Passed,2,-84,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,3,2,2,2,1
04916U,04916U,Complete,Passed,2,-86,4,4,4,4,4,2,2,4,4,4,3,3,3,3,3,3,4,4,4,4
04923A,04923A,Complete,Reviewed,2,-81,4,4,3,3,3,2,1,3,,2,2,3,2,2,2,1,1,1,1,2
04927P,04927P,Complete,Passed,2,-93,3,3,3,2,3,3,4,4,4,4,2,3,3,2,2,2,2,4,4,2
04928N,04928N,Complete,Passed,2,-81,1,1,2,1,1,2,1,1,2,1,1,1,2,3,3,1,2,2,1,3
04929L,04929L,Complete,Passed,2,-84,3,3,2,3,3,3,3,3,3,3,2,1,2,2,2,3,3,2,3,2
04930D,04930D,Complete,Passed,2,-92,4,4,3,4,3,3,3,3,4,3,1,1,1,2,1,1,1,1,1,2
04931B,04931B,Complete,Passed,2,-80,4,4,4,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1
04932W,04932W,Complete,Passed,2,-82,4,4,3,4,3,3,2,3,4,3,2,2,2,1,1,2,3,2,1,2
04933U,04933U,Complete,Passed,2,-87,4,3,3,2,3,2,2,2,3,2,1,1,1,2,1,1,1,1,1,1
04935Q,04935Q,Complete,Passed,2,-88,3,3,2,3,3,2,2,4,4,3,1,2,2,3,3,2,1,1,1,2
04937M,04937M,Complete,Passed,2,-92,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
04938K,04938K,Complete,Passed,2,-76,4,3,3,2,4,3,2,3,3,3,1,1,2,1,1,2,2,1,2,1
04939I,04939I,Complete,Passed,2,208,2,1,2,2,1,1,1,1,4,2,4,1,2,2,3,1,4,4,2,2
04942T,04942T,Complete,Passed,2,-78,2,3,3,3,2,2,3,2,3,3,4,3,3,4,4,3,3,3,2,4
04943R,04943R,Complete,Passed,2,-121,4,4,2,1,3,3,3,2,4,1,2,3,2,3,3,2,2,1,1,3
04946L,04946L,Complete,Passed,2,-73,4,3,4,4,4,3,2,3,4,2,2,2,2,2,2,1,1,2,1,2
04947J,04947J,Complete,Passed,2,-80,4,4,3,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2
04949F,04949F,Complete,Passed,2,-88,4,4,2,2,3,1,1,1,4,1,1,3,3,3,2,4,2,2,1,2
04950U,04950U,Complete,Passed,2,-89,3,4,4,4,4,2,4,4,1,1,1,1,2,1,1,1,3,3,1,3
04951S,04951S,Complete,Passed,2,-87,4,3,3,3,1,1,1,2,2,2,4,4,3,1,1,1,1,1,1,2
04954M,04954M,Complete,Passed,2,-90,3,2,2,2,3,2,2,2,3,3,3,1,2,1,2,1,3,2,2,2
04956I,04956I,Complete,Passed,2,-86,4,4,4,4,4,4,3,4,4,4,1,1,1,2,2,2,2,1,2,2
04962N,04962N,Complete,Passed,2,-95,4,4,2,2,4,4,4,2,4,4,2,1,2,4,4,1,1,4,2,3
04964J,04964J,Complete,Passed,2,-89,4,2,3,2,2,3,3,2,3,2,3,2,2,3,3,4,3,3,2,3
04965H,04965H,Complete,Passed,2,-75,4,3,3,4,4,3,4,3,4,2,1,1,2,2,1,2,2,1,1,1
04966F,04966F,Complete,Passed,2,-98,4,4,2,1,4,2,4,4,4,3,1,2,2,1,1,1,2,3,2,3
04967D,04967D,Complete,Passed,2,-91,3,3,3,3,3,3,1,1,3,3,2,2,2,2,2,2,2,2,2,2
04972K,04972K,Complete,Passed,2,-90,4,3,3,2,2,2,2,2,4,3,2,3,2,2,2,2,2,3,2,1
04975E,04975E,Complete,Passed,2,-88,3,2,3,3,3,2,1,1,2,1,2,1,1,1,1,3,1,1,1,2
04977A,04977A,Complete,Passed,2,-79,4,2,2,2,2,2,2,2,3,2,4,2,2,3,2,2,1,3,2,2
04979T,04979T,Complete,Passed,2,-111,4,4,4,4,3,4,3,3,4,4,2,2,1,1,1,1,1,1,1,2
04983F,04983F,Complete,Passed,2,-70,4,3,3,1,2,3,4,4,3,4,2,2,2,1,2,3,3,2,1,1
04985B,04985B,Complete,Passed,2,-79,4,4,3,4,3,2,3,4,4,3,1,1,2,3,1,3,2,2,3,1
04987U,04987U,Complete,Passed,2,-79,4,4,3,2,4,4,2,3,4,4,1,1,2,3,2,3,3,2,2,1
04989Q,04989Q,Complete,Passed,2,-85,4,3,3,4,3,3,3,3,4,3,1,1,2,2,2,1,1,2,1,2
04990I,04990I,Complete,Reviewed,2,-75,4,3,3,3,3,4,2,3,,1,2,2,2,1,1,3,1,1,1,1
04992E,04992E,Complete,Passed,2,-80,4,4,4,4,3,3,3,4,4,3,3,3,3,2,2,2,4,4,3,2
04997R,04997R,Complete,Passed,2,-84,3,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,1,1,3,2
04998P,04998P,Complete,Passed,2,-122,4,4,4,4,4,4,4,4,4,4,2,1,1,1,2,2,2,1,1,1
05000U,05000U,Complete,Passed,2,-98,4,4,3,4,4,4,2,4,2,3,1,1,3,2,2,3,1,1,1,2
05001S,05001S,Complete,Passed,2,-68,4,3,4,4,4,4,4,3,4,3,2,3,3,2,2,1,2,2,2,2
05007G,05007G,Complete,Passed,2,-79,3,3,3,3,4,4,3,3,3,3,1,1,2,1,1,2,2,1,1,1
05009C,05009C,Complete,Passed,2,-112,4,4,4,2,4,2,4,4,4,2,1,1,1,1,1,4,3,1,1,1
05014J,05014J,Complete,Passed,2,-86,4,4,3,3,3,2,3,4,4,4,2,2,2,1,2,2,2,2,1,1
05017D,05017D,Complete,Passed,2,-75,4,2,2,2,2,3,4,2,4,4,3,3,3,2,2,1,4,3,1,2
05019W,05019W,Complete,Passed,2,-80,4,3,3,4,4,4,2,4,4,2,2,2,2,1,1,1,1,2,2,1
05020O,05020O,Complete,Passed,2,-73,3,4,2,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2
05021M,05021M,Complete,Passed,2,-88,4,4,4,4,4,4,4,3,4,4,1,2,2,2,2,2,2,2,1,1
05023I,05023I,Complete,Passed,2,-102,4,4,4,3,3,3,3,3,3,1,2,1,2,2,1,1,2,1,1,1
05026C,05026C,Complete,Passed,2,-81,4,1,4,4,3,2,3,2,4,3,2,2,1,2,2,1,3,2,1,2
05027A,05027A,Complete,Passed,2,-93,3,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
05028V,05028V,Complete,Passed,2,-123,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1
05029T,05029T,Complete,Passed,2,-85,4,4,4,4,4,3,4,3,3,4,1,1,1,2,2,1,1,1,1,1
05030L,05030L,Complete,Passed,2,-85,3,4,4,4,4,2,3,2,4,2,2,2,2,3,2,2,2,1,1,2
05033F,05033F,Complete,Passed,2,-75,4,4,4,4,4,4,1,3,4,4,2,2,2,1,1,1,2,2,1,1
05035B,05035B,Complete,Passed,2,-76,4,4,4,4,4,3,3,3,3,3,2,2,2,2,1,2,2,2,1,2
05036W,05036W,Complete,Passed,2,-97,4,4,4,4,4,4,1,4,3,2,2,2,3,2,2,2,2,2,2,1
05037U,05037U,Complete,Passed,2,-106,4,4,4,3,4,3,2,3,3,2,1,1,2,2,1,2,1,1,2,1
05038S,05038S,Complete,Passed,2,-66,3,4,3,2,2,3,2,3,4,3,4,1,4,3,3,2,2,1,2,3
05040I,05040I,Complete,Passed,2,-115,4,2,2,3,3,2,1,3,2,4,2,1,3,2,2,2,3,2,2,3
05041G,05041G,Complete,Passed,2,-121,4,2,2,1,4,2,2,4,3,2,2,2,1,2,2,1,2,2,2,3
05042E,05042E,Complete,Passed,2,-77,4,2,3,3,4,2,2,2,3,2,1,1,2,1,1,1,1,1,1,1
05043C,05043C,Complete,Passed,2,-72,4,4,4,4,4,4,4,4,4,4,1,2,2,1,2,2,2,1,1,1
05046T,05046T,Complete,Passed,2,-75,4,2,2,3,3,3,4,4,4,4,1,3,3,2,3,4,4,4,3,1
05047R,05047R,Complete,Passed,2,-87,3,3,3,3,3,3,3,1,1,1,2,2,2,2,2,2,3,2,2,2
05050F,05050F,Complete,Passed,2,-72,3,4,3,4,3,3,2,3,3,3,2,1,3,2,2,2,2,2,2,1
05053W,05053W,Complete,Passed,2,-89,4,3,3,2,4,2,3,3,3,2,2,1,2,2,2,2,3,2,1,1
05056Q,05056Q,Complete,Passed,2,-81,4,4,3,3,4,4,4,3,3,4,1,1,2,1,1,2,1,1,1,1
05057O,05057O,Complete,Passed,2,-72,3,3,3,3,3,3,3,3,4,3,2,2,1,2,2,2,2,2,1,2
05059K,05059K,Complete,Passed,2,-92,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,3,1,1,1
05060C,05060C,Complete,Reviewed,2,-74,3,,3,3,3,3,1,,3,,2,2,3,2,2,2,1,2,1,1
05062V,05062V,Complete,Passed,2,-84,4,4,4,4,4,4,4,4,3,4,2,2,2,1,1,2,2,1,1,1
05064R,05064R,Complete,Passed,2,-113,4,2,4,4,4,4,4,4,4,4,2,1,2,3,3,3,2,1,2,3
05068J,05068J,Complete,Passed,2,-91,4,2,3,2,3,3,3,3,2,3,3,2,2,1,2,3,2,2,2,2
05071U,05071U,Complete,Reviewed,2,-104,3,2,1,,2,2,2,3,3,3,1,2,2,2,2,2,2,1,1,2
05072S,05072S,Complete,Passed,2,-97,4,3,3,3,3,3,3,4,4,4,1,1,2,2,2,1,1,1,1,1
05073Q,05073Q,Complete,Reviewed,2,-90,4,4,2,3,2,4,2,4,4,4,2,2,1,4,4,1,2,,2,2
05075M,05075M,Complete,Passed,2,-96,4,4,4,4,4,4,4,4,4,4,2,1,2,1,1,2,2,2,2,2
05076K,05076K,Complete,Passed,2,-109,4,2,3,4,3,3,4,4,4,3,3,1,2,2,2,2,1,2,2,2
05077I,05077I,Complete,Passed,2,-102,3,3,2,3,2,3,3,3,3,3,2,3,3,2,2,1,3,2,2,2
05079E,05079E,Complete,Passed,2,-86,4,4,3,4,3,4,1,3,4,3,2,1,1,1,1,1,2,1,1,1
05080T,05080T,Complete,Passed,2,-80,4,3,3,2,3,3,3,3,3,3,2,2,1,3,3,1,3,1,1,2
05081R,05081R,Complete,Passed,2,-86,4,3,3,3,3,3,3,2,2,3,2,1,2,2,2,2,1,1,1,1
05082P,05082P,Complete,Passed,2,-99,4,4,3,4,4,3,4,3,4,4,1,1,1,1,1,1,1,1,1,1
05083N,05083N,Complete,Passed,2,-88,4,4,4,4,4,4,4,4,4,4,2,1,2,1,1,1,1,1,1,1
05086H,05086H,Complete,Passed,2,-115,4,4,4,3,2,1,3,2,4,2,1,1,1,1,1,1,1,1,1,1
05090Q,05090Q,Complete,Passed,2,-85,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3
05093K,05093K,Complete,Passed,2,-108,4,3,3,2,4,4,4,3,4,3,2,1,2,1,1,1,1,2,1,1
05094I,05094I,Complete,Passed,2,-71,4,2,3,3,2,2,1,2,2,2,3,2,2,2,2,2,4,3,1,1
05096E,05096E,Complete,Passed,2,-99,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,1,2,1,1,2
05100Q,05100Q,Complete,Passed,2,-76,4,4,3,4,2,4,2,1,4,4,2,2,3,2,2,3,1,2,1,2
05102M,05102M,Complete,Passed,2,-90,4,3,4,4,4,3,3,3,4,4,2,1,3,3,3,4,4,3,1,1
05107C,05107C,Complete,Passed,2,-81,4,4,4,4,3,4,4,4,4,4,1,2,3,1,1,1,1,1,3,1
05110N,05110N,Complete,Passed,2,-78,4,4,4,4,4,4,4,4,4,1,2,1,1,1,1,2,1,1,1,1
05111L,05111L,Complete,Passed,2,-78,4,3,4,3,4,2,1,2,4,3,1,1,1,2,1,2,2,1,1,2
05117W,05117W,Complete,Passed,2,-76,2,2,2,1,2,1,1,2,2,1,3,1,3,3,3,2,3,2,2,1
05118U,05118U,Complete,Passed,2,-106,3,2,3,1,3,2,2,2,2,3,2,1,1,1,1,2,2,2,1,1
05121I,05121I,Complete,Passed,2,-84,4,4,2,4,3,4,3,2,4,2,1,4,3,4,3,1,1,1,1,1
05122G,05122G,Complete,Passed,2,-110,4,4,3,3,4,2,4,3,4,4,2,1,2,2,2,2,2,2,2,2
05123E,05123E,Complete,Passed,2,-117,4,4,1,4,4,3,1,4,4,4,4,3,3,4,4,2,1,2,2,2
05125A,05125A,Complete,Passed,2,-95,4,4,4,4,4,3,4,3,4,3,1,2,1,1,1,1,3,1,1,2
05128R,05128R,Complete,Passed,2,-85,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1
05129P,05129P,Complete,Passed,2,-77,4,4,4,4,3,3,3,3,4,3,2,2,3,2,2,2,3,2,3,2
05130H,05130H,Complete,Passed,2,-74,3,3,4,2,3,3,3,3,2,3,1,1,2,2,2,3,4,3,3,2
05131F,05131F,Complete,Passed,2,-88,4,4,4,4,4,4,4,3,4,3,1,1,2,2,2,3,2,2,1,2
05135U,05135U,Complete,Passed,2,-91,3,3,2,3,2,3,2,2,3,3,1,2,2,3,2,2,3,3,3,2
05137Q,05137Q,Complete,Passed,2,-75,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1
05139M,05139M,Complete,Passed,2,-90,4,4,2,4,2,4,4,4,4,4,2,2,2,3,3,2,2,1,1,3
05140E,05140E,Complete,Passed,2,-104,4,4,4,4,4,4,1,3,3,3,4,1,1,2,2,3,3,2,1,3
05142A,05142A,Complete,Passed,2,-113,4,4,3,3,3,3,2,2,4,3,2,3,1,3,1,2,3,3,2,2
05145R,05145R,Complete,Passed,2,-81,3,3,2,2,3,2,3,3,3,3,2,1,2,1,1,1,1,2,2,2
05149J,05149J,Complete,Passed,2,-84,3,3,3,3,4,4,3,3,4,3,1,1,1,1,1,1,1,1,1,1
05152U,05152U,Complete,Passed,2,-73,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,2,1,1,1
05153S,05153S,Complete,Passed,2,-71,4,4,4,4,4,2,4,4,4,4,2,2,2,1,1,2,1,1,1,1
05154Q,05154Q,Complete,Passed,2,-86,4,1,4,1,3,1,1,1,4,1,1,1,4,1,2,1,4,1,2,1
05155O,05155O,Complete,Passed,2,-80,3,3,2,3,3,2,2,2,2,2,2,4,2,1,1,2,3,2,1,1
05156M,05156M,Complete,Passed,2,-85,4,3,4,4,4,4,4,4,4,3,3,1,1,1,1,1,2,1,1,2
05158I,05158I,Complete,Passed,2,-80,4,4,4,4,4,3,3,3,4,3,2,2,2,2,2,2,2,1,1,1
05162R,05162R,Complete,Passed,2,-81,4,4,4,3,3,3,3,3,3,2,2,3,2,1,2,1,1,1,1,1
05163P,05163P,Complete,Passed,2,-75,4,2,3,2,3,2,2,2,3,2,3,1,2,1,2,2,3,2,2,2
05166J,05166J,Complete,Passed,2,-118,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,2,4
05168F,05168F,Complete,Passed,2,-81,3,3,3,4,3,3,2,3,3,2,1,1,2,2,2,2,2,2,2,2
05172O,05172O,Complete,Passed,2,-78,4,4,4,4,4,4,4,4,3,1,3,4,4,2,2,2,3,1,1,1
05174K,05174K,Complete,Passed,2,271,4,3,4,4,4,4,4,4,4,4,1,1,2,2,2,1,1,1,1,2
05180P,05180P,Complete,Passed,2,-90,4,4,4,4,4,4,4,3,4,4,2,1,1,1,1,2,3,2,2,2
