PublicID,V3C_PublicID,V3C_Complete,V3C_Status,V3CVer,V3CDATE_INT,V3CA01,V3CA02,V3CA03,V3CA04,V3CA05,V3CA06,V3CA07,V3CA08,V3CA09,V3CA10
00682Q,00682Q,Complete,Passed,2,-72,2,2,1,4,1,2,4,3,2,4
00683O,00683O,Complete,Passed,2,-92,1,1,3,2,3,2,4,4,3,4
00684M,00684M,Complete,Passed,2,-106,2,1,3,3,3,3,3,3,3,4
00685K,00685K,Complete,Passed,2,-76,1,1,4,2,3,4,4,4,4,4
00686I,00686I,Complete,Passed,2,-83,1,1,4,1,4,4,3,4,3,4
00687G,00687G,Complete,Passed,2,-103,1,1,4,1,3,3,4,3,3,4
00690R,00690R,Complete,Passed,2,-81,2,1,2,3,3,3,3,3,3,4
00691P,00691P,Complete,Passed,2,-81,1,1,2,3,3,2,4,3,3,4
00692N,00692N,Complete,Passed,2,-73,1,1,4,1,4,4,4,4,4,4
00693L,00693L,Complete,Passed,2,-89,1,1,3,3,2,4,4,3,4,4
00696F,00696F,Complete,Passed,2,-78,1,1,3,3,2,3,4,4,4,4
00697D,00697D,Complete,Passed,2,-92,1,1,3,4,2,3,4,3,4,4
00698B,00698B,Complete,Passed,2,-116,1,1,3,1,4,4,4,4,3,4
00701P,00701P,Complete,Passed,2,-72,1,1,2,3,3,2,3,3,3,3
00702N,00702N,Complete,Passed,2,-80,1,1,4,1,4,4,4,4,4,4
00703L,00703L,Complete,Passed,2,-108,1,1,4,1,4,4,4,4,4,4
00706F,00706F,Complete,Passed,2,-78,1,1,2,2,3,3,2,3,4,4
00710O,00710O,Complete,Passed,2,-79,1,1,2,2,2,3,3,3,3,4
00712K,00712K,Complete,Passed,2,-86,2,1,3,3,2,2,4,3,3,4
00713I,00713I,Complete,Passed,2,-79,1,1,3,2,3,3,3,4,4,4
00714G,00714G,Complete,Passed,2,-82,1,1,3,3,2,2,4,3,4,4
00715E,00715E,Complete,Passed,2,-84,1,1,3,2,3,4,4,4,4,4
00721J,00721J,Complete,Passed,2,-126,1,1,3,1,4,3,4,3,4,4
00722H,00722H,Complete,Passed,2,-77,1,1,3,3,3,4,4,3,3,4
00723F,00723F,Complete,Passed,2,-75,1,1,3,3,3,3,4,4,4,4
00728S,00728S,Complete,Passed,2,-71,1,1,4,2,4,4,4,4,4,4
00729Q,00729Q,Complete,Passed,2,-79,2,2,3,3,1,2,3,2,3,4
00730I,00730I,Complete,Passed,2,-92,1,1,4,3,2,3,4,4,4,4
00731G,00731G,Complete,Passed,2,-77,1,1,3,2,4,4,4,4,4,4
00732E,00732E,Complete,Passed,2,-114,1,1,3,4,2,2,3,2,2,4
00733C,00733C,Complete,Passed,2,-90,1,1,4,2,4,4,4,4,4,4
00735V,00735V,Complete,Passed,2,-83,1,1,2,2,4,4,4,3,4,4
00736T,00736T,Complete,Passed,2,-97,1,1,2,3,4,2,4,4,4,4
00738P,00738P,Complete,Passed,2,-62,1,1,4,3,3,3,4,4,4,4
00739N,00739N,Complete,Passed,2,-79,1,1,3,1,4,4,4,4,4,4
00740F,00740F,Complete,Passed,2,-108,1,1,3,3,2,3,4,3,4,4
00743W,00743W,Complete,Passed,2,-91,1,1,3,2,3,4,4,4,3,4
00746Q,00746Q,Complete,Passed,2,-86,1,1,3,3,2,3,2,2,4,4
00747O,00747O,Complete,Passed,2,-74,1,1,3,3,3,3,3,3,4,4
00749K,00749K,Complete,Passed,2,-85,2,1,3,4,4,3,3,4,4,4
00750C,00750C,Complete,Passed,2,-80,1,1,2,3,3,3,3,3,3,4
00753T,00753T,Complete,Passed,2,-80,1,1,4,2,4,4,4,4,4,4
00755P,00755P,Complete,Passed,2,-84,1,1,4,1,4,4,4,4,4,4
00756N,00756N,Complete,Passed,2,-72,2,1,2,3,1,2,4,2,3,3
00757L,00757L,Complete,Passed,2,-89,1,1,4,1,4,4,4,4,4,4
00758J,00758J,Complete,Passed,2,-73,1,2,3,3,3,2,4,3,4,4
00759H,00759H,Complete,Passed,2,-87,1,1,4,2,4,3,3,3,3,4
00760W,00760W,Complete,Passed,2,-84,1,1,3,2,3,3,4,4,4,4
00761U,00761U,Complete,Passed,2,-80,1,1,3,1,4,4,4,4,4,4
00762S,00762S,Complete,Passed,2,-83,1,1,4,1,1,4,4,4,4,4
00764O,00764O,Complete,Passed,2,-84,1,1,2,2,4,2,4,3,3,4
00767I,00767I,Complete,Passed,2,-80,2,4,3,3,4,1,1,2,2,4
00768G,00768G,Complete,Passed,2,-108,1,1,3,2,3,3,4,3,4,4
00769E,00769E,Complete,Passed,2,-79,1,1,2,2,3,4,4,4,4,4
00772P,00772P,Complete,Passed,2,-92,1,1,4,2,4,4,4,4,4,4
00775J,00775J,Complete,Passed,2,-76,1,1,4,2,3,3,4,3,3,3
00777F,00777F,Complete,Passed,2,-90,1,1,2,3,2,3,4,3,4,4
00780Q,00780Q,Complete,Passed,2,-81,1,1,3,3,3,4,3,3,4,4
00781O,00781O,Complete,Passed,2,-75,1,1,4,4,4,3,4,4,4,4
00783K,00783K,Complete,Passed,2,-72,1,1,3,1,3,3,4,3,4,4
00786E,00786E,Complete,Passed,2,-98,1,1,2,3,4,2,3,3,3,4
00787C,00787C,Complete,Passed,2,-86,2,1,2,3,3,2,4,3,3,4
00788A,00788A,Complete,Passed,2,-72,1,1,3,2,4,4,3,4,3,4
00789V,00789V,Complete,Passed,2,-83,1,1,4,1,4,4,4,4,4,4
00790N,00790N,Complete,Passed,2,-94,1,1,3,2,4,4,4,4,4,4
00793H,00793H,Complete,Passed,2,-79,1,1,2,3,2,3,4,4,4,4
00797W,00797W,Complete,Passed,2,-78,1,1,4,1,4,4,4,4,4,4
00799S,00799S,Complete,Passed,2,-99,1,1,3,2,3,3,4,3,3,4
00801L,00801L,Complete,Passed,2,-89,1,1,3,3,3,3,4,4,4,4
00802J,00802J,Complete,Passed,2,-81,1,2,4,3,4,4,3,4,3,4
00804F,00804F,Complete,Passed,2,-75,1,1,4,2,4,4,3,4,4,4
00806B,00806B,Complete,Passed,2,-81,2,3,3,3,2,3,3,2,1,4
00808U,00808U,Complete,Passed,2,-81,1,1,3,2,2,3,4,4,4,4
00810K,00810K,Complete,Passed,2,-81,1,1,1,2,4,1,3,3,4,4
00811I,00811I,Complete,Passed,2,-83,1,1,4,2,4,3,4,3,4,4
00812G,00812G,Complete,Passed,2,-80,1,1,4,2,3,4,4,4,4,4
00813E,00813E,Complete,Passed,2,-94,1,1,3,3,2,4,4,3,3,4
00816V,00816V,Complete,Passed,2,-79,1,1,2,3,4,3,4,4,4,4
00819P,00819P,Complete,Passed,2,-74,1,1,4,1,4,4,4,4,4,4
00820H,00820H,Complete,Passed,2,-88,1,1,4,1,4,4,4,4,4,4
00823B,00823B,Complete,Passed,2,-82,1,1,2,3,2,3,3,3,3,4
00827Q,00827Q,Complete,Passed,2,-71,1,1,4,1,4,4,4,4,4,4
00831C,00831C,Complete,Passed,2,-89,1,2,3,2,3,2,3,4,4,4
00834T,00834T,Complete,Passed,2,-84,1,1,3,2,3,3,4,4,4,4
00835R,00835R,Complete,Passed,2,-71,1,1,4,3,4,2,4,4,4,4
00837N,00837N,Complete,Passed,2,-82,1,1,3,1,4,2,4,4,3,4
00839J,00839J,Complete,Passed,2,-95,2,1,2,3,3,2,3,3,2,4
00840B,00840B,Complete,Passed,2,-92,1,2,2,3,3,2,3,3,3,4
00842U,00842U,Complete,Passed,2,-119,1,1,3,3,3,3,4,3,4,4
00843S,00843S,Complete,Passed,2,-75,1,1,4,1,4,4,4,4,3,4
00845O,00845O,Complete,Passed,2,-81,1,1,2,3,2,4,4,4,4,4
00846M,00846M,Complete,Passed,2,-104,1,1,4,2,2,2,3,3,3,4
00847K,00847K,Complete,Passed,2,-84,3,2,1,4,1,1,1,1,1,1
00849G,00849G,Complete,Passed,2,-70,1,1,4,3,3,4,3,3,3,4
00850V,00850V,Complete,Passed,2,-81,1,1,4,1,4,4,4,4,4,4
00851T,00851T,Complete,Passed,2,-81,1,1,3,3,2,2,4,3,3,4
00852R,00852R,Complete,Passed,2,-87,1,1,4,2,4,3,4,4,4,4
00855L,00855L,Complete,Passed,2,-107,1,1,4,2,4,4,4,4,4,4
00856J,00856J,Complete,Passed,2,-72,1,1,4,4,4,4,4,4,4,4
00857H,00857H,Complete,Passed,2,-85,1,1,4,2,4,4,4,4,4,4
00858F,00858F,Complete,Passed,2,-75,1,1,4,1,4,3,4,4,4,4
00859D,00859D,Complete,Passed,2,-83,1,1,3,3,2,2,3,3,3,4
00861Q,00861Q,Complete,Passed,2,-102,1,1,4,4,4,4,4,4,4,4
00862O,00862O,Complete,Passed,2,-113,1,1,3,2,3,4,4,4,4,4
00864K,00864K,Complete,Passed,2,-97,1,1,3,2,4,3,4,3,3,4
00865I,00865I,Complete,Passed,2,-82,1,1,2,2,2,3,3,3,4,4
00867E,00867E,Complete,Passed,2,-87,1,1,3,1,4,4,3,3,4,4
00868C,00868C,Complete,Passed,2,-91,1,1,3,2,3,3,3,3,3,4
00870P,00870P,Complete,Passed,2,-80,2,1,2,3,2,2,3,2,2,4
00874H,00874H,Complete,Passed,2,-72,1,1,3,2,3,3,4,3,3,4
00880M,00880M,Complete,Passed,2,-73,1,1,3,2,4,3,3,3,4,4
00883G,00883G,Complete,Passed,2,-85,2,2,2,3,3,2,3,2,2,4
00884E,00884E,Complete,Passed,2,-96,2,1,2,2,3,2,3,3,3,4
00888T,00888T,Complete,Passed,2,-86,1,1,3,3,3,2,3,3,3,4
00889R,00889R,Complete,Passed,2,-98,1,1,3,2,4,3,4,4,4,4
00890J,00890J,Complete,Passed,2,-79,1,1,3,2,3,3,4,4,4,4
00893D,00893D,Complete,Passed,2,-118,1,1,2,2,2,3,3,3,3,4
00897S,00897S,Complete,Passed,2,-71,1,1,2,1,3,3,4,3,3,4
00898Q,00898Q,Complete,Passed,2,-80,1,1,4,2,4,4,4,3,4,4
00899O,00899O,Complete,Passed,2,-71,1,1,3,1,4,4,4,4,4,4
00902F,00902F,Complete,Passed,2,-115,1,1,4,1,3,3,3,3,3,4
00903D,00903D,Complete,Passed,2,-73,1,1,3,1,4,4,4,4,4,4
00904B,00904B,Complete,Reviewed,2,-77,1,1,3,1,4,,,,,
00906U,00906U,Complete,Passed,2,-81,1,1,3,2,4,4,4,4,4,4
00907S,00907S,Complete,Passed,2,-80,1,1,3,2,3,3,4,4,3,4
00911E,00911E,Complete,Passed,2,-77,1,1,3,2,3,3,3,3,3,4
00914V,00914V,Complete,Passed,2,-80,1,1,3,3,2,3,4,4,4,4
00916R,00916R,Complete,Passed,2,-71,1,1,3,3,2,3,3,3,3,4
00918N,00918N,Complete,Passed,2,-80,2,2,2,3,2,3,4,3,3,4
00919L,00919L,Complete,Passed,2,-75,1,1,2,2,2,3,3,3,3,4
00922W,00922W,Complete,Passed,2,-74,1,1,3,2,4,4,4,4,4,4
00930A,00930A,Complete,Passed,2,-75,1,1,2,3,4,3,4,4,4,4
00931V,00931V,Complete,Passed,2,-75,1,1,3,2,3,3,3,4,4,4
00932T,00932T,Complete,Reviewed,2,-89,1,1,4,1,4,,,,,
00934P,00934P,Complete,Passed,2,-107,3,2,1,4,3,1,3,2,1,3
00935N,00935N,Complete,Passed,2,-104,1,1,3,3,3,3,4,3,3,4
00936L,00936L,Complete,Passed,2,-79,1,1,2,4,2,3,2,2,3,4
00938H,00938H,Complete,Passed,2,-65,1,1,2,2,2,3,4,4,4,4
00941S,00941S,Complete,Passed,2,-86,1,1,2,2,4,4,4,3,4,4
00942Q,00942Q,Complete,Passed,2,-80,1,1,3,3,3,4,4,3,4,4
00944M,00944M,Complete,Passed,2,-127,1,1,2,3,3,3,4,3,4,4
00945K,00945K,Complete,Passed,2,-78,1,1,2,3,2,3,4,4,4,4
00947G,00947G,Complete,Passed,2,-91,1,1,3,2,3,3,3,3,4,4
00948E,00948E,Complete,Passed,2,-117,1,1,2,3,2,2,2,2,2,3
00949C,00949C,Complete,Passed,2,-73,1,1,2,3,3,3,3,2,3,4
00950R,00950R,Complete,Passed,2,-92,1,2,3,2,2,4,3,4,3,4
00953L,00953L,Complete,Passed,2,-106,1,1,2,3,3,1,2,3,2,4
00955H,00955H,Complete,Passed,2,-84,1,1,3,4,1,2,3,3,3,4
00956F,00956F,Complete,Passed,2,-76,1,1,3,3,4,3,4,3,4,4
00958B,00958B,Complete,Passed,2,-88,1,1,3,3,3,3,3,4,4,4
00960O,00960O,Complete,Passed,2,-81,1,1,3,2,4,3,4,4,4,4
00961M,00961M,Complete,Passed,2,-80,1,1,3,2,3,3,4,4,4,4
00964G,00964G,Complete,Reviewed,2,-105,1,1,4,1,4,,,,,
00965E,00965E,Complete,Passed,2,-93,1,1,3,2,4,3,3,4,3,4
00969T,00969T,Complete,Passed,2,-91,1,1,3,1,4,3,4,4,3,4
00971J,00971J,Complete,Reviewed,2,-84,,,,,,4,3,4,4,4
00978S,00978S,Complete,Passed,2,-76,1,1,4,1,4,4,4,4,4,4
00979Q,00979Q,Complete,Passed,2,-73,1,1,4,1,4,4,4,4,3,4
00980I,00980I,Complete,Passed,2,-86,2,1,2,3,3,3,3,3,4,4
00983C,00983C,Complete,Passed,2,-73,1,1,3,2,3,3,3,3,3,4
00985V,00985V,Complete,Passed,2,-455,2,1,3,2,3,2,4,3,4,4
00986T,00986T,Complete,Passed,2,-91,1,1,3,2,4,3,4,4,4,4
00988P,00988P,Complete,Passed,2,-75,1,1,3,4,2,3,4,3,3,4
00990F,00990F,Complete,Passed,2,-68,1,1,4,2,3,3,4,3,3,4
00991D,00991D,Complete,Passed,2,-89,1,1,4,3,4,4,3,4,4,4
00994U,00994U,Complete,Passed,2,-86,1,1,2,3,3,3,3,3,3,4
00995S,00995S,Complete,Passed,2,-77,1,1,4,3,4,4,4,4,4,4
00996Q,00996Q,Complete,Passed,2,-79,1,1,3,3,4,3,4,4,4,4
00998M,00998M,Complete,Passed,2,-113,2,1,1,4,2,3,4,1,3,2
01000R,01000R,Complete,Passed,2,-99,2,1,3,2,4,3,4,4,4,4
01003L,01003L,Complete,Passed,2,-87,2,2,3,3,3,3,3,4,4,4
01004J,01004J,Complete,Passed,2,-67,1,1,4,1,4,4,4,4,4,4
01012K,01012K,Complete,Passed,2,-81,1,1,3,3,3,3,3,3,4,4
01013I,01013I,Complete,Passed,2,-71,1,1,4,1,4,3,4,4,4,4
01016C,01016C,Complete,Passed,2,-100,1,1,3,2,3,3,3,3,3,4
01017A,01017A,Complete,Passed,2,-120,2,2,4,3,4,4,4,4,3,4
01020L,01020L,Complete,Passed,2,-73,1,1,1,1,4,3,4,3,3,4
01021J,01021J,Complete,Passed,2,-95,1,1,2,3,3,2,4,3,3,4
01022H,01022H,Complete,Passed,2,-86,1,1,3,3,4,3,3,3,3,4
01023F,01023F,Complete,Passed,2,-94,1,1,4,1,1,4,4,3,4,4
01031G,01031G,Complete,Passed,2,-96,3,3,2,3,2,1,1,1,1,4
01032E,01032E,Complete,Passed,2,-85,1,1,3,2,4,4,3,4,4,4
01033C,01033C,Complete,Passed,2,-108,2,2,3,4,3,2,2,2,2,4
01034A,01034A,Complete,Passed,2,-79,1,1,3,2,3,3,3,3,3,4
01035V,01035V,Complete,Passed,2,-78,1,1,3,2,3,3,3,3,3,4
01036T,01036T,Complete,Passed,2,-79,1,1,4,1,4,4,4,4,4,4
01038P,01038P,Complete,Passed,2,-105,1,1,4,3,4,3,4,3,4,4
01039N,01039N,Complete,Passed,2,-82,1,1,2,2,3,2,4,3,3,4
01040F,01040F,Complete,Passed,2,-97,1,1,3,3,3,2,4,3,3,4
01043W,01043W,Complete,Passed,2,-84,2,2,2,3,2,2,2,2,2,4
01044U,01044U,Complete,Passed,2,-83,1,1,2,3,2,3,4,4,4,4
01047O,01047O,Complete,Passed,2,-83,1,1,4,2,4,4,4,4,4,4
01049K,01049K,Complete,Passed,2,-80,1,1,4,1,4,4,4,3,3,4
01050C,01050C,Complete,Passed,2,-76,1,1,4,1,4,3,4,4,4,4
01053T,01053T,Complete,Passed,2,-73,1,1,2,3,3,2,3,3,4,4
01057L,01057L,Complete,Passed,2,-85,2,2,2,3,3,3,4,3,4,4
01060W,01060W,Complete,Passed,2,-93,4,4,4,4,4,1,1,4,1,4
01064O,01064O,Complete,Passed,2,-82,1,1,4,1,4,4,4,4,4,4
01066K,01066K,Complete,Passed,2,-89,1,1,4,2,4,4,4,4,4,4
01067I,01067I,Complete,Passed,2,-83,1,1,2,3,2,3,4,4,3,4
01068G,01068G,Complete,Passed,2,-78,1,1,3,3,2,3,2,3,3,4
01069E,01069E,Complete,Passed,2,-96,1,1,4,1,4,4,4,4,4,4
01072P,01072P,Complete,Passed,2,-104,1,1,3,3,3,3,3,4,4,4
01073N,01073N,Complete,Passed,2,-71,1,1,3,3,2,2,3,3,2,4
01074L,01074L,Complete,Passed,2,-77,1,2,3,3,2,2,3,3,3,4
01075J,01075J,Complete,Passed,2,-96,1,1,4,3,4,4,4,4,4,4
01077F,01077F,Complete,Passed,2,-76,1,1,3,3,4,2,4,3,3,4
01081O,01081O,Complete,Passed,2,-104,1,2,4,1,4,4,4,4,4,4
01083K,01083K,Complete,Passed,2,-84,1,1,4,1,4,3,4,4,4,4
01088A,01088A,Complete,Passed,2,-86,1,1,4,1,4,4,4,4,4,4
01089V,01089V,Complete,Passed,2,-89,1,1,4,1,4,3,4,4,4,4
01092J,01092J,Complete,Passed,2,-90,1,1,4,2,4,3,4,4,4,4
01095D,01095D,Complete,Passed,2,-73,4,4,2,3,2,1,2,2,2,4
01096B,01096B,Complete,Passed,2,-98,1,1,4,1,4,4,4,4,4,4
01097W,01097W,Complete,Passed,2,-71,1,1,3,1,4,4,4,4,4,4
01099S,01099S,Complete,Passed,2,-86,1,1,3,2,3,4,4,4,4,4
01102J,01102J,Complete,Passed,2,-66,1,1,2,2,2,3,3,3,4,4
01105D,01105D,Complete,Passed,2,-90,1,1,3,3,2,3,3,3,3,4
01108U,01108U,Complete,Passed,2,-87,1,1,3,3,4,4,4,4,4,4
01111I,01111I,Complete,Passed,2,-93,1,1,4,1,3,4,4,4,4,4
01114C,01114C,Complete,Passed,2,-114,1,1,3,2,4,3,3,4,4,4
01117T,01117T,Complete,Passed,2,-72,2,2,3,4,2,1,2,2,4,4
01118R,01118R,Complete,Passed,2,-81,1,1,4,3,3,2,3,3,3,4
01122D,01122D,Complete,Passed,2,-94,1,2,3,2,3,3,4,3,4,4
01124W,01124W,Complete,Passed,2,-90,1,1,3,2,4,3,4,3,4,4
01127Q,01127Q,Complete,Passed,2,-86,1,1,4,1,1,4,4,4,4,4
01129M,01129M,Complete,Passed,2,-100,2,1,3,2,3,3,3,3,4,4
01130E,01130E,Complete,Passed,2,-105,2,1,3,3,2,3,3,3,3,4
01134T,01134T,Complete,Passed,2,-90,1,1,4,1,4,4,4,4,4,4
01136P,01136P,Complete,Passed,2,-88,1,1,3,2,4,2,4,4,3,4
01137N,01137N,Complete,Passed,2,-76,2,1,3,2,3,3,3,3,3,4
01140B,01140B,Complete,Passed,2,-75,1,1,4,2,4,4,4,4,4,4
01144Q,01144Q,Complete,Passed,2,-107,1,1,2,2,3,3,3,3,4,4
01147K,01147K,Complete,Passed,2,-76,4,4,1,2,4,1,1,1,1,4
01150V,01150V,Complete,Passed,2,-80,1,1,3,2,4,4,4,3,4,4
01151T,01151T,Complete,Passed,2,-102,1,1,3,3,3,3,4,3,4,4
01154N,01154N,Complete,Passed,2,-92,1,1,4,1,4,3,4,4,4,4
01155L,01155L,Complete,Passed,2,-95,1,1,3,3,2,3,4,3,3,4
01156J,01156J,Complete,Passed,2,-83,1,1,2,3,4,4,4,4,4,4
01158F,01158F,Complete,Passed,2,-95,1,1,4,2,3,4,4,4,4,4
01159D,01159D,Complete,Passed,2,-89,1,1,4,4,4,4,4,4,4,4
01160S,01160S,Complete,Passed,2,-80,2,2,2,3,2,2,3,2,2,2
01161Q,01161Q,Complete,Passed,2,-83,2,2,3,4,2,2,2,2,2,4
01162O,01162O,Complete,Passed,2,-80,1,1,3,1,3,3,4,4,3,4
01163M,01163M,Complete,Passed,2,-80,1,1,4,3,4,3,4,4,4,4
01165I,01165I,Complete,Passed,2,-77,1,1,4,1,4,4,4,4,4,4
01167E,01167E,Complete,Reviewed,2,-103,1,1,3,2,3,,,,,
01168C,01168C,Complete,Passed,2,-126,1,1,4,2,4,3,4,4,4,4
01169A,01169A,Complete,Passed,2,-85,1,1,4,1,4,4,4,4,4,4
01170P,01170P,Complete,Passed,2,-77,1,1,4,1,4,4,4,4,3,4
01175F,01175F,Complete,Passed,2,-84,1,1,4,1,4,4,4,4,4,4
01177B,01177B,Complete,Passed,2,-112,1,1,3,1,3,4,4,4,4,4
01179U,01179U,Complete,Passed,2,-103,1,1,1,1,3,2,2,3,3,2
01181K,01181K,Complete,Passed,2,-88,1,1,4,2,3,4,3,3,4,4
01182I,01182I,Complete,Passed,2,-111,1,1,2,3,3,3,4,3,4,4
01184E,01184E,Complete,Passed,2,-74,1,1,2,3,2,3,3,3,3,4
01187V,01187V,Complete,Passed,2,-78,1,1,2,3,3,1,3,2,2,4
01190J,01190J,Complete,Passed,2,-100,2,1,3,4,2,2,3,3,3,4
01192F,01192F,Complete,Passed,2,-74,1,1,4,3,3,3,4,4,4,4
01194B,01194B,Complete,Passed,2,-91,1,2,2,2,4,2,2,3,3,4
01198Q,01198Q,Complete,Passed,2,-83,1,1,4,4,4,4,4,4,4,4
01200J,01200J,Complete,Reviewed,2,-82,,,,,,3,4,3,3,4
01201H,01201H,Complete,Passed,2,-112,2,1,2,3,2,1,1,1,1,4
01205W,01205W,Complete,Passed,2,-74,2,2,2,3,1,2,2,2,2,4
01206U,01206U,Complete,Passed,2,-79,1,1,3,3,4,3,4,4,4,4
01207S,01207S,Complete,Passed,2,-83,1,1,2,3,2,2,4,2,3,4
01209O,01209O,Complete,Passed,2,-77,2,2,2,3,3,2,4,3,3,4
01210G,01210G,Complete,Passed,2,-85,1,1,2,3,2,3,4,3,3,4
01212C,01212C,Complete,Passed,2,-78,1,2,4,2,4,4,4,3,4,4
01213A,01213A,Complete,Passed,2,-82,1,1,4,2,4,3,4,4,4,4
01214V,01214V,Complete,Passed,2,-80,1,1,3,2,4,3,3,3,3,4
01217P,01217P,Complete,Passed,2,-91,1,1,3,1,4,4,4,4,4,4
01222W,01222W,Complete,Passed,2,-78,1,1,3,3,3,3,4,4,4,4
01224S,01224S,Complete,Passed,2,-86,1,1,3,2,3,3,4,4,3,4
01225Q,01225Q,Complete,Passed,2,-102,1,1,3,3,2,4,4,3,3,4
01226O,01226O,Complete,Passed,2,-107,1,1,3,3,4,4,4,4,4,4
01227M,01227M,Complete,Passed,2,-72,2,3,2,4,1,2,2,2,2,2
01229I,01229I,Complete,Passed,2,-106,1,1,4,1,4,3,4,3,3,4
01230A,01230A,Complete,Passed,2,-82,1,1,3,2,4,4,4,4,4,4
01235N,01235N,Complete,Passed,2,-73,1,1,3,2,3,3,4,3,4,4
01237J,01237J,Complete,Passed,2,-78,1,1,4,1,4,4,4,4,4,4
01238H,01238H,Complete,Passed,2,-80,1,1,3,3,3,3,3,2,3,4
01239F,01239F,Complete,Passed,2,-95,1,1,3,2,3,4,4,4,3,4
01240U,01240U,Complete,Passed,2,-72,2,2,3,3,3,3,4,4,4,4
01241S,01241S,Complete,Passed,2,-90,1,1,4,2,4,4,4,4,4,4
01242Q,01242Q,Complete,Passed,2,-86,1,1,3,3,2,3,4,2,2,4
01243O,01243O,Complete,Passed,2,-105,1,1,3,2,4,4,4,3,3,4
01245K,01245K,Complete,Passed,2,-77,1,1,2,3,3,3,4,4,4,4
01246I,01246I,Complete,Passed,2,-76,2,1,4,1,4,4,4,4,4,4
01247G,01247G,Complete,Passed,2,-83,1,1,4,2,4,3,4,3,4,4
01248E,01248E,Complete,Passed,2,-102,1,1,3,2,4,3,4,4,4,4
01251P,01251P,Complete,Passed,2,-111,1,1,2,3,4,3,4,3,4,4
01254J,01254J,Complete,Passed,2,-93,1,1,3,2,3,4,3,3,3,4
01257D,01257D,Complete,Passed,2,-75,1,1,3,1,4,4,4,4,4,4
01258B,01258B,Complete,Passed,2,-66,1,1,4,1,4,4,4,4,4,4
01259W,01259W,Complete,Passed,2,-80,1,1,3,3,4,4,4,4,3,4
01262K,01262K,Complete,Passed,2,-74,1,1,3,2,1,4,4,4,4,4
01263I,01263I,Complete,Passed,2,-85,1,2,4,2,2,4,4,3,4,4
01265E,01265E,Complete,Passed,2,-74,1,1,2,3,4,4,4,3,4,4
01266C,01266C,Complete,Passed,2,-71,1,2,3,2,3,4,4,3,3,4
01268V,01268V,Complete,Passed,2,-90,1,1,2,2,4,3,4,4,4,4
01272H,01272H,Complete,Passed,2,-87,1,1,3,1,4,4,4,4,4,4
01276W,01276W,Complete,Passed,2,-79,1,2,1,2,3,2,3,3,3,3
01277U,01277U,Complete,Passed,2,-60,1,2,3,3,4,3,4,3,3,4
01281G,01281G,Complete,Passed,2,-77,1,2,3,2,3,3,3,4,3,4
01282E,01282E,Complete,Passed,2,-91,1,2,2,2,4,3,2,3,3,4
01286T,01286T,Complete,Passed,2,-84,1,1,4,2,4,4,4,4,4,4
01290F,01290F,Complete,Passed,2,-99,1,1,3,3,4,4,3,3,3,4
01291D,01291D,Complete,Passed,2,-85,1,1,3,3,2,3,4,3,3,4
01295S,01295S,Complete,Passed,2,-106,1,1,4,1,4,4,4,4,4,4
01296Q,01296Q,Complete,Passed,2,-80,1,1,3,1,4,3,3,3,2,4
01300F,01300F,Complete,Passed,2,-93,2,1,3,1,4,4,4,4,3,4
01303W,01303W,Complete,Passed,2,-80,1,1,3,3,3,4,4,4,4,4
01305S,01305S,Complete,Passed,2,-81,1,1,4,3,4,4,4,3,3,4
01306Q,01306Q,Complete,Passed,2,-98,1,1,3,2,3,3,4,3,3,4
01309K,01309K,Complete,Passed,2,-110,1,1,3,3,2,3,3,3,3,3
01310C,01310C,Complete,Passed,2,-77,1,1,3,3,3,4,4,4,3,4
01311A,01311A,Complete,Passed,2,-72,1,1,4,1,4,2,4,3,3,4
01313T,01313T,Complete,Passed,2,-74,1,1,4,3,3,3,3,4,4,4
01315P,01315P,Complete,Passed,2,-94,1,1,3,2,4,3,3,3,3,4
01317L,01317L,Complete,Passed,2,-88,1,1,3,1,4,4,4,4,3,4
01319H,01319H,Complete,Passed,2,-66,1,1,3,3,2,3,2,4,3,4
01326K,01326K,Complete,Passed,2,-82,1,1,4,2,4,3,3,4,4,4
01327I,01327I,Complete,Passed,2,-82,1,1,3,3,3,3,1,3,3,4
01331R,01331R,Complete,Passed,2,-82,1,1,3,1,4,4,4,4,4,4
01334L,01334L,Complete,Passed,2,-76,1,1,2,3,3,3,4,3,4,4
01335J,01335J,Complete,Passed,2,-70,1,1,4,2,3,3,4,3,3,4
01336H,01336H,Complete,Passed,2,-81,1,1,4,3,2,3,4,4,4,4
01339B,01339B,Complete,Passed,2,-79,1,1,4,2,4,4,4,4,4,4
01340Q,01340Q,Complete,Passed,2,-74,1,1,3,2,4,4,4,4,4,4
01341O,01341O,Complete,Passed,2,-87,1,1,3,1,4,4,4,3,3,4
01344I,01344I,Complete,Passed,2,-84,1,1,4,2,3,3,4,4,4,4
01347C,01347C,Complete,Passed,2,-78,1,1,3,4,1,4,4,3,3,4
01348A,01348A,Complete,Passed,2,-86,1,1,2,2,3,3,3,3,3,4
01350N,01350N,Complete,Passed,2,-123,1,1,3,1,4,4,4,4,4,4
01351L,01351L,Complete,Passed,2,-73,1,1,3,2,4,4,4,4,4,4
01353H,01353H,Complete,Passed,2,-88,2,2,1,3,3,2,3,3,3,4
01354F,01354F,Complete,Passed,2,-77,1,1,4,1,4,4,4,4,4,4
