PublicID,V1G_PublicID,V1G_Complete,V1G_Status,V1GVer,V1GDATE_INT,V1GA01,V1GA02,V1GA03,V1GA04,V1GA05,V1GA06,V1GA07,V1GA08,V1GA09,V1GA10,V1GA11,V1GA12
08173U,08173U,Complete,Passed,2,-139,7,7,6,6,7,7,7,6,7,7,6,7
08175Q,08175Q,Complete,Passed,2,-150,7,7,7,7,7,5,5,7,6,7,7,6
08176O,08176O,Complete,Passed,2,-212,7,7,7,7,7,7,7,7,7,7,7,7
08177M,08177M,Complete,Passed,2,-187,7,7,7,7,7,6,6,6,6,7,7,6
08178K,08178K,Complete,Passed,2,-192,7,7,7,7,7,7,7,7,7,7,7,7
08182T,08182T,Complete,Passed,2,-192,7,7,6,7,7,6,6,7,7,7,7,6
08184P,08184P,Complete,Passed,2,-181,7,7,7,7,7,7,7,7,7,7,6,7
08185N,08185N,Complete,Passed,2,-183,7,7,3,3,7,4,4,3,4,7,4,4
08186L,08186L,Complete,Passed,2,-205,7,7,7,7,7,7,7,7,7,7,7,7
08187J,08187J,Complete,Passed,2,-205,7,7,7,7,7,6,6,7,7,7,7,7
08188H,08188H,Complete,Passed,2,-138,7,7,7,7,7,7,7,7,7,7,7,7
08191S,08191S,Complete,Passed,2,-184,1,1,1,1,1,2,2,1,1,1,1,2
08192Q,08192Q,Complete,Passed,2,-172,7,7,7,5,7,7,7,7,7,7,7,7
08193O,08193O,Complete,Passed,2,-207,7,7,6,6,7,6,6,6,6,7,6,6
08194M,08194M,Complete,Passed,2,-187,7,7,7,7,7,7,7,7,7,7,7,7
08195K,08195K,Complete,Passed,2,-206,4,1,2,1,2,1,2,1,2,1,2,1
08199C,08199C,Complete,Passed,2,-184,7,7,6,7,7,7,7,6,7,7,7,7
08202Q,08202Q,Complete,Passed,2,-185,7,7,6,6,7,5,4,7,5,7,5,3
08204M,08204M,Complete,Passed,2,-150,6,6,6,6,6,6,6,6,6,6,6,6
08205K,08205K,Complete,Passed,2,-222,7,7,7,7,7,7,7,7,7,7,7,7
08206I,08206I,Complete,Passed,2,-165,5,6,4,4,4,7,7,2,7,4,3,7
08211P,08211P,Complete,Passed,2,-192,6,6,6,6,6,6,6,6,6,6,6,6
08213L,08213L,Complete,Passed,2,-201,2,5,7,7,7,2,2,7,2,7,7,2
08214J,08214J,Complete,Passed,2,-228,7,7,7,7,7,7,7,7,7,7,7,7
08215H,08215H,Complete,Passed,2,-147,7,7,7,7,7,6,7,7,7,7,7,7
08218B,08218B,Complete,Passed,2,-200,7,7,7,7,7,6,6,7,6,7,7,6
08219W,08219W,Complete,Passed,2,-195,5,5,4,4,5,5,5,5,5,5,4,5
08221M,08221M,Complete,Passed,2,-189,7,7,7,7,7,6,6,7,6,7,7,6
08223I,08223I,Complete,Passed,2,-186,7,7,7,6,7,6,6,5,6,7,6,6
08224G,08224G,Complete,Passed,2,-149,7,7,7,7,7,7,7,7,7,7,7,7
08226C,08226C,Complete,Passed,2,-201,7,7,7,7,7,7,7,7,7,7,7,7
08228V,08228V,Complete,Passed,2,-184,6,6,6,7,7,6,6,6,7,7,6,7
08229T,08229T,Complete,Passed,2,-200,7,7,7,7,7,7,7,7,7,7,7,7
08232H,08232H,Complete,Passed,2,-185,7,7,7,7,7,7,7,7,7,7,7,7
08235B,08235B,Complete,Passed,2,-192,7,7,7,7,7,6,6,6,6,7,7,6
08236W,08236W,Complete,Passed,2,-207,7,7,5,4,7,5,5,3,5,7,2,5
08237U,08237U,Complete,Passed,2,-183,7,7,7,7,7,7,7,7,7,7,7,7
08238S,08238S,Complete,Passed,2,-215,7,7,7,7,7,7,7,7,7,7,7,7
08239Q,08239Q,Complete,Passed,2,-191,5,5,6,7,5,6,7,7,7,3,7,7
08245V,08245V,Complete,Passed,2,-182,7,7,7,7,7,5,5,7,6,7,7,5
08247R,08247R,Complete,Passed,2,-156,7,7,7,7,7,6,6,7,6,6,7,6
08248P,08248P,Complete,Passed,2,-191,6,3,5,3,4,4,4,4,4,4,3,6
08249N,08249N,Complete,Passed,2,-196,7,7,7,7,7,7,7,7,7,7,7,7
08257O,08257O,Complete,Passed,2,-163,7,7,6,7,7,6,4,7,6,7,5,7
08258M,08258M,Complete,Passed,2,-203,7,7,7,7,7,7,7,7,7,7,7,7
08262V,08262V,Complete,Passed,2,-236,7,7,7,7,7,6,6,7,6,7,7,4
08264R,08264R,Complete,Passed,2,-196,7,7,7,7,7,7,7,7,7,7,7,7
08266N,08266N,Complete,Passed,2,-164,7,7,7,7,7,7,6,6,6,7,7,6
08267L,08267L,Complete,Passed,2,-183,7,7,7,7,7,6,6,7,6,7,7,7
08270W,08270W,Complete,Passed,2,-185,7,7,7,7,7,7,7,7,7,7,7,7
08272S,08272S,Complete,Passed,2,-196,7,7,7,7,7,7,7,7,7,7,7,7
08273Q,08273Q,Complete,Passed,2,-210,7,7,7,7,7,7,6,7,7,7,7,7
08276K,08276K,Complete,Passed,2,-183,6,6,7,7,6,6,6,7,6,6,6,7
08279E,08279E,Complete,Passed,2,-208,7,7,7,7,7,7,7,7,7,7,7,7
08280T,08280T,Complete,Passed,2,-194,7,7,7,7,7,7,7,7,7,7,7,7
08282P,08282P,Complete,Passed,2,-202,6,6,5,6,6,5,6,6,6,6,5,6
08291O,08291O,Complete,Passed,2,-156,7,7,7,7,7,7,7,7,7,7,7,7
08295G,08295G,Complete,Passed,2,-111,7,7,7,7,7,5,6,7,7,7,5,7
08297C,08297C,Complete,Passed,2,-220,7,7,7,6,7,7,7,6,7,7,7,7
08298A,08298A,Complete,Passed,2,-185,7,7,7,7,7,7,7,7,7,7,7,7
08300Q,08300Q,Complete,Passed,2,-191,7,7,7,7,7,7,7,7,7,7,7,7
08301O,08301O,Complete,Passed,2,-182,7,4,6,6,5,6,6,7,7,7,7,7
08302M,08302M,Complete,Passed,2,-186,7,6,6,6,6,4,4,6,4,6,6,4
08306E,08306E,Complete,Passed,2,-201,7,7,7,7,7,6,5,7,4,7,7,4
08307C,08307C,Complete,Passed,2,-193,7,7,7,7,7,6,6,7,7,7,7,7
08310N,08310N,Complete,Passed,2,-152,6,6,7,6,5,4,4,6,4,6,6,5
08312J,08312J,Complete,Passed,2,-189,7,7,7,7,7,7,7,7,7,7,7,7
08313H,08313H,Complete,Passed,2,-157,7,7,7,7,7,7,7,7,7,7,7,7
08314F,08314F,Complete,Passed,2,-220,6,7,6,6,6,7,6,6,7,7,6,7
08317W,08317W,Complete,Passed,2,-79,7,7,7,7,7,5,5,7,7,7,4,5
08320K,08320K,Complete,Passed,2,-185,6,5,7,6,5,7,7,7,7,6,7,7
08322G,08322G,Complete,Passed,2,-188,6,6,6,6,6,6,6,6,6,6,6,6
08325A,08325A,Complete,Passed,2,-186,7,7,7,7,7,7,6,7,7,7,7,7
08326V,08326V,Complete,Passed,2,-203,7,7,7,7,7,7,7,7,7,7,7,7
08335U,08335U,Complete,Passed,2,-196,7,7,7,7,7,7,7,7,7,7,7,7
08337Q,08337Q,Complete,Passed,2,-186,7,7,7,7,7,5,5,7,6,7,7,6
08339M,08339M,Complete,Passed,2,-190,7,7,7,7,7,7,7,7,7,7,7,7
08340E,08340E,Complete,Passed,2,-159,7,7,7,7,7,7,7,7,7,7,6,5
08343V,08343V,Complete,Passed,2,-185,6,7,7,7,7,7,7,7,7,7,7,7
08344T,08344T,Complete,Passed,2,-192,6,6,7,7,7,5,6,7,5,7,7,7
08346P,08346P,Complete,Passed,2,-201,6,7,7,7,7,7,4,7,7,7,4,7
08347N,08347N,Complete,Passed,2,-201,6,6,6,6,6,6,5,6,6,6,6,6
08349J,08349J,Complete,Passed,2,-183,7,7,7,7,7,7,7,7,7,7,7,7
08350B,08350B,Complete,Passed,2,-151,7,7,6,6,7,6,6,5,7,7,6,6
08351W,08351W,Complete,Passed,2,-199,7,7,7,7,7,7,7,7,7,7,7,7
08355O,08355O,Complete,Passed,2,-203,7,6,7,7,7,7,6,7,7,7,7,7
08357K,08357K,Complete,Passed,2,-185,7,7,7,7,7,5,5,7,5,7,7,5
08359G,08359G,Complete,Passed,2,-189,7,7,7,7,7,7,7,7,7,7,7,7
08362R,08362R,Complete,Passed,2,-171,7,7,7,7,7,7,7,7,7,7,7,7
08363P,08363P,Complete,Passed,2,-187,7,7,7,7,7,7,7,7,7,7,7,7
08367H,08367H,Complete,Passed,2,-191,7,7,7,7,7,7,7,7,7,7,7,7
08369D,08369D,Complete,Passed,2,-137,7,7,7,7,7,7,7,7,7,7,7,7
08370S,08370S,Complete,Passed,2,-185,7,7,7,7,7,7,7,7,7,7,7,7
08371Q,08371Q,Complete,Passed,2,-192,7,7,7,7,7,7,7,7,7,7,7,7
08372O,08372O,Complete,Passed,2,-183,7,7,7,7,7,6,6,7,7,7,5,6
08376G,08376G,Complete,Passed,2,-191,7,7,7,7,7,7,7,7,7,7,7,7
08377E,08377E,Complete,Passed,2,-211,7,7,7,7,7,7,7,5,7,7,7,7
08381N,08381N,Complete,Passed,2,-146,7,7,7,7,7,7,6,7,7,7,6,7
08384H,08384H,Complete,Passed,2,-200,7,7,7,7,7,7,7,7,7,7,7,7
08385F,08385F,Complete,Passed,2,-199,6,7,4,5,7,7,6,4,7,6,4,6
08386D,08386D,Complete,Passed,2,-157,7,7,7,7,7,7,7,7,7,7,7,7
08387B,08387B,Complete,Passed,2,-167,7,6,5,5,7,6,4,3,5,7,6,7
08388W,08388W,Complete,Passed,2,-188,7,7,7,7,7,7,7,7,7,7,7,7
08389U,08389U,Complete,Passed,2,-165,7,7,7,5,6,6,6,5,5,6,5,5
08393G,08393G,Complete,Passed,2,-188,6,6,7,7,6,6,6,6,6,7,6,6
08397V,08397V,Complete,Passed,2,-184,5,6,5,5,6,6,6,5,6,6,5,6
08398T,08398T,Complete,Passed,2,-189,7,7,7,7,7,6,5,7,6,7,7,6
08400M,08400M,Complete,Passed,2,-188,7,7,7,7,7,5,5,7,7,7,7,6
08402I,08402I,Complete,Passed,2,-183,7,7,7,7,7,6,6,7,6,7,7,6
08404E,08404E,Complete,Passed,2,-198,7,7,7,7,7,4,6,7,5,7,6,5
08406A,08406A,Complete,Passed,2,-151,1,1,1,1,1,1,1,1,1,1,1,1
08408T,08408T,Complete,Passed,2,-202,7,7,7,7,7,7,7,7,7,7,7,7
08409R,08409R,Complete,Passed,2,-191,7,7,7,7,7,7,7,5,7,7,7,7
08410J,08410J,Complete,Passed,2,-198,7,7,4,3,7,4,3,2,2,7,4,3
08411H,08411H,Complete,Passed,2,-151,7,7,7,7,7,7,7,7,7,7,7,7
08412F,08412F,Complete,Passed,2,-190,7,7,7,6,7,7,7,7,7,7,7,7
08413D,08413D,Complete,Passed,2,-220,7,7,7,6,7,7,7,7,7,7,6,7
08414B,08414B,Complete,Passed,2,-135,6,7,5,5,7,6,5,4,7,7,5,6
08420G,08420G,Complete,Passed,2,-154,7,7,7,7,7,7,7,6,7,7,7,7
08421E,08421E,Complete,Passed,2,-131,7,7,7,7,7,7,7,7,7,7,7,7
08422C,08422C,Complete,Passed,2,-185,7,7,6,7,7,6,6,6,6,7,7,6
08423A,08423A,Complete,Passed,2,-191,7,7,7,7,7,7,7,7,7,7,7,7
08424V,08424V,Complete,Passed,2,-184,7,7,7,7,7,4,4,7,4,7,7,3
08428N,08428N,Complete,Passed,2,-142,7,7,7,7,7,7,7,6,7,7,7,7
08430D,08430D,Complete,Passed,2,-187,7,7,7,7,7,7,7,7,7,7,7,7
08431B,08431B,Complete,Passed,2,-137,7,7,7,7,7,7,7,7,7,7,7,7
08434S,08434S,Complete,Passed,2,-140,7,7,7,7,7,6,5,7,6,7,7,5
08436O,08436O,Complete,Passed,2,-239,7,7,5,5,7,4,4,5,4,7,5,4
08437M,08437M,Complete,Passed,2,-200,6,6,6,6,6,5,5,6,5,7,6,5
08439I,08439I,Complete,Passed,2,-220,7,7,7,7,7,6,6,7,6,7,7,6
08442T,08442T,Complete,Passed,2,-131,7,7,7,7,7,6,6,6,6,7,7,6
08443R,08443R,Complete,Passed,2,-185,4,5,5,7,7,7,7,7,5,7,7,7
08449F,08449F,Complete,Passed,2,-212,7,7,7,7,7,4,4,7,4,7,7,4
08453O,08453O,Complete,Passed,2,-201,6,7,7,7,7,5,6,7,6,7,7,5
08454M,08454M,Complete,Passed,2,-171,7,7,6,6,7,5,5,5,7,7,6,6
08456I,08456I,Complete,Passed,2,-190,1,1,1,1,1,1,1,1,1,1,1,1
08457G,08457G,Complete,Passed,2,-188,7,7,7,7,7,6,6,6,6,7,7,6
08458E,08458E,Complete,Passed,2,-222,6,7,7,7,7,6,7,7,7,5,7,7
08459C,08459C,Complete,Passed,2,-141,6,7,7,7,7,7,7,7,7,7,7,7
08461P,08461P,Complete,Passed,2,-185,1,1,1,1,1,1,1,1,1,1,1,1
08463L,08463L,Complete,Passed,2,-183,7,7,7,4,7,7,7,3,7,7,7,7
08464J,08464J,Complete,Passed,2,-204,7,7,7,7,7,7,6,7,7,7,7,6
08469W,08469W,Complete,Passed,2,-151,7,7,7,7,7,6,5,5,7,7,7,7
08470O,08470O,Complete,Passed,2,-189,4,7,7,6,6,6,6,6,6,6,6,6
08471M,08471M,Complete,Passed,2,-196,7,7,7,7,7,6,6,7,6,7,7,7
08472K,08472K,Complete,Reviewed,2,-189,7,7,7,7,6,6,7,6,6,7,,4
08475E,08475E,Complete,Passed,2,-188,6,6,6,6,6,6,6,6,6,6,3,6
08476C,08476C,Complete,Passed,2,-168,1,1,1,1,1,1,1,1,1,1,1,1
08478V,08478V,Complete,Passed,2,-187,7,7,7,6,7,6,5,4,6,7,6,5
08479T,08479T,Complete,Passed,2,-190,7,7,6,6,7,6,6,6,6,7,6,6
08481J,08481J,Complete,Passed,2,-214,1,1,1,1,1,1,1,1,1,1,1,1
08483F,08483F,Complete,Passed,2,-177,7,7,7,7,7,7,7,7,7,7,7,7
08484D,08484D,Complete,Passed,2,-195,7,7,7,7,7,5,5,6,5,7,7,5
08488S,08488S,Complete,Passed,2,-210,7,7,7,7,7,7,7,7,7,7,7,7
08489Q,08489Q,Complete,Passed,2,-175,7,7,7,7,7,6,6,7,6,7,7,6
08490I,08490I,Complete,Passed,2,-206,7,7,6,7,7,6,6,6,6,7,7,6
08491G,08491G,Complete,Passed,2,-172,7,7,6,6,7,7,6,5,6,7,5,6
08496T,08496T,Complete,Passed,2,-197,6,7,7,7,7,7,7,7,7,7,7,7
08497R,08497R,Complete,Passed,2,-203,6,1,6,6,7,6,7,1,7,5,1,5
08500I,08500I,Complete,Passed,2,-219,7,7,7,7,7,7,7,7,7,7,7,7
08501G,08501G,Complete,Passed,2,-199,6,4,3,3,4,5,5,3,4,5,5,4
08502E,08502E,Complete,Passed,2,-185,7,7,7,7,7,7,7,7,7,7,7,7
08503C,08503C,Complete,Passed,2,-189,6,6,6,6,6,6,6,6,6,6,6,6
08504A,08504A,Complete,Passed,2,-185,6,7,6,6,7,4,4,5,4,7,5,5
08505V,08505V,Complete,Passed,2,-199,6,5,7,6,6,6,6,5,5,6,5,6
08506T,08506T,Complete,Passed,2,-141,7,7,7,7,7,7,7,7,7,7,7,7
08508P,08508P,Complete,Passed,2,-183,7,7,7,7,7,7,7,7,7,7,7,7
08510F,08510F,Complete,Passed,2,-196,7,7,7,7,7,7,7,7,7,7,7,7
08511D,08511D,Complete,Passed,2,-218,7,7,7,7,7,7,7,7,7,7,7,7
08514U,08514U,Complete,Reviewed,2,-128,,,,,,,,,,,,
08517O,08517O,Complete,Passed,2,-203,7,7,7,7,7,7,7,7,7,7,7,7
08518M,08518M,Complete,Passed,2,-192,7,7,5,5,7,7,7,5,7,7,6,7
08520C,08520C,Complete,Passed,2,-182,7,7,7,7,7,7,7,7,7,7,7,7
08522V,08522V,Complete,Passed,2,-184,1,1,1,1,1,1,1,1,1,1,1,1
08525P,08525P,Complete,Passed,2,-187,5,6,5,5,7,6,5,6,5,7,6,6
08526N,08526N,Complete,Passed,2,-193,6,6,7,7,6,5,5,5,5,4,6,5
08527L,08527L,Complete,Passed,2,-185,7,7,7,7,7,7,7,7,7,7,7,7
08528J,08528J,Complete,Passed,2,-184,7,7,7,7,7,7,7,7,7,7,7,7
08529H,08529H,Complete,Passed,2,-183,7,7,6,6,7,5,5,6,6,7,7,7
08530W,08530W,Complete,Passed,2,-160,7,7,7,7,7,5,5,7,6,7,7,6
08531U,08531U,Complete,Passed,2,-196,7,7,7,7,7,7,7,7,7,7,7,7
08533Q,08533Q,Complete,Passed,2,-189,1,7,2,2,7,6,6,2,6,7,2,6
08536K,08536K,Complete,Passed,2,-176,7,7,7,7,7,7,6,7,7,7,6,7
08537I,08537I,Complete,Passed,2,-202,7,7,4,6,7,5,5,7,6,7,7,6
08538G,08538G,Complete,Passed,2,-153,5,6,7,7,7,6,6,6,6,7,6,6
08539E,08539E,Complete,Passed,2,-130,7,7,7,7,7,6,6,7,6,7,6,5
08541R,08541R,Complete,Reviewed,2,-191,4,6,5,5,6,5,5,5,,6,5,6
08545J,08545J,Complete,Passed,2,-204,7,7,7,7,7,6,6,7,7,7,6,6
08546H,08546H,Complete,Passed,2,-198,7,7,7,7,7,5,5,5,5,7,7,7
08548D,08548D,Complete,Passed,2,-138,7,7,7,6,7,6,6,6,6,7,6,6
08550Q,08550Q,Complete,Passed,2,-193,6,6,6,6,6,6,6,6,6,6,6,6
08551O,08551O,Complete,Passed,2,-206,7,7,7,7,7,7,7,7,7,7,7,7
08553K,08553K,Complete,Passed,2,-183,7,7,7,7,7,7,7,7,7,7,7,7
08554I,08554I,Complete,Passed,2,-189,7,6,6,6,6,6,6,6,6,6,6,6
08555G,08555G,Complete,Passed,2,-184,7,7,7,7,7,7,7,7,7,7,7,7
08556E,08556E,Complete,Passed,2,-206,7,7,6,6,7,6,6,6,6,7,6,6
08557C,08557C,Complete,Passed,2,-187,6,7,7,7,7,3,3,7,3,7,5,2
08559V,08559V,Complete,Passed,2,-166,7,7,7,7,7,7,7,7,7,7,7,7
08563H,08563H,Complete,Passed,2,-156,7,7,6,6,7,6,6,6,7,7,5,7
08564F,08564F,Complete,Passed,2,-195,6,6,5,5,7,6,6,6,6,7,4,5
08567W,08567W,Complete,Passed,2,-190,7,7,7,7,7,7,6,7,7,7,7,7
08568U,08568U,Complete,Passed,2,-185,7,7,7,7,7,7,7,7,7,7,7,7
08571I,08571I,Complete,Passed,2,-207,6,6,5,6,6,6,6,6,6,7,6,6
08573E,08573E,Complete,Passed,2,-148,7,7,3,2,7,7,6,1,5,7,1,6
08578R,08578R,Complete,Passed,2,-148,6,7,5,6,7,6,6,5,6,7,5,7
08580H,08580H,Complete,Passed,2,-190,7,7,7,7,7,6,6,5,6,7,5,5
08582D,08582D,Complete,Passed,2,-187,7,7,7,7,7,6,5,6,7,7,6,6
08583B,08583B,Complete,Passed,2,-187,7,7,7,7,7,7,7,7,7,7,7,7
08585U,08585U,Complete,Passed,2,-187,7,7,7,7,7,7,7,7,7,7,7,7
08588O,08588O,Complete,Passed,2,-157,7,7,7,7,7,6,6,7,7,7,7,7
08589M,08589M,Complete,Passed,2,-185,6,6,5,5,6,6,6,6,6,6,6,6
08593V,08593V,Complete,Passed,2,-183,7,7,7,7,7,5,5,7,5,7,7,5
08594T,08594T,Complete,Passed,2,-221,7,7,7,7,6,6,6,7,6,5,6,6
08596P,08596P,Complete,Passed,2,-188,7,7,7,7,7,7,7,7,7,7,7,7
08597N,08597N,Complete,Passed,2,-192,5,5,7,7,5,7,7,7,7,5,6,7
08600E,08600E,Complete,Passed,2,-218,7,7,7,7,7,7,7,6,7,7,7,7
08602A,08602A,Complete,Passed,2,-202,7,7,7,7,7,6,6,7,7,7,7,7
08604T,08604T,Complete,Passed,2,-210,7,7,7,7,7,4,4,7,4,7,7,4
08606P,08606P,Complete,Passed,2,-196,6,6,7,7,5,6,5,6,5,5,6,5
08608L,08608L,Complete,Passed,2,-144,7,7,7,7,7,6,6,7,7,7,7,7
08609J,08609J,Complete,Passed,2,-188,7,7,6,6,7,6,6,6,6,7,7,6
08613S,08613S,Complete,Passed,2,-198,7,7,7,7,7,7,7,7,7,7,7,7
08615O,08615O,Complete,Passed,2,-200,6,6,5,5,6,5,2,5,2,7,5,2
08616M,08616M,Complete,Passed,2,-188,6,6,7,7,6,6,6,6,6,7,6,7
08623P,08623P,Complete,Passed,2,-196,6,7,6,6,7,7,7,7,7,7,7,7
08625L,08625L,Complete,Passed,2,-192,7,7,7,7,7,7,7,5,7,7,6,7
08626J,08626J,Complete,Passed,2,-190,7,7,7,7,7,7,7,7,7,7,7,7
08629D,08629D,Complete,Passed,2,-189,7,7,7,7,7,7,7,7,7,7,7,7
08630S,08630S,Complete,Passed,2,-139,7,7,7,7,7,7,7,7,7,7,7,7
08631Q,08631Q,Complete,Passed,2,-185,7,7,7,6,7,6,5,7,7,7,7,7
08632O,08632O,Complete,Passed,2,-208,7,7,7,7,7,7,7,7,7,7,7,7
08637E,08637E,Complete,Passed,2,-191,7,7,7,7,7,6,4,7,4,7,7,4
08638C,08638C,Complete,Passed,2,-138,6,6,6,6,6,6,6,6,6,6,6,6
08639A,08639A,Complete,Passed,2,-200,7,7,7,7,7,1,1,7,1,7,7,1
08642L,08642L,Complete,Passed,2,-205,7,7,7,7,7,6,6,7,7,7,6,7
08643J,08643J,Complete,Passed,2,-185,7,7,7,7,7,7,7,7,7,7,7,7
08644H,08644H,Complete,Passed,2,-185,7,7,6,6,7,6,5,5,6,7,5,5
08648W,08648W,Complete,Passed,2,-184,7,7,5,5,7,6,5,5,6,7,5,5
08649U,08649U,Complete,Passed,2,-184,7,7,7,7,7,7,7,7,7,7,7,7
08654E,08654E,Complete,Passed,2,-186,7,7,7,7,7,6,5,7,6,7,7,6
08659R,08659R,Complete,Passed,2,-168,1,1,1,1,1,2,2,1,1,1,1,1
08661H,08661H,Complete,Passed,2,-173,6,6,7,6,7,7,7,6,7,6,5,7
08664B,08664B,Complete,Passed,2,-151,7,7,7,7,7,7,7,7,7,7,7,7
08667S,08667S,Complete,Passed,2,-187,7,7,7,7,7,7,7,7,7,7,7,7
08669O,08669O,Complete,Passed,2,-219,7,7,7,6,7,7,7,7,7,7,7,7
08672C,08672C,Complete,Passed,2,-201,7,7,7,7,7,6,6,7,7,7,7,7
08676R,08676R,Complete,Passed,2,-145,7,7,6,6,7,6,5,6,7,7,6,6
08678N,08678N,Complete,Passed,2,-190,7,7,7,7,7,6,6,7,6,7,7,6
08679L,08679L,Complete,Passed,2,-194,7,7,7,7,7,7,7,7,7,7,7,6
08683U,08683U,Complete,Passed,2,-183,7,7,6,7,7,4,4,7,5,7,7,5
08686O,08686O,Complete,Passed,2,-184,7,7,7,7,7,5,3,7,6,7,7,5
08687M,08687M,Complete,Passed,2,-203,4,3,7,7,3,4,3,6,3,1,7,3
08690A,08690A,Complete,Passed,2,-125,7,7,7,7,7,7,7,7,7,7,7,7
08694P,08694P,Complete,Passed,2,-186,7,7,7,7,7,7,7,7,7,7,7,7
08696L,08696L,Complete,Passed,2,-185,7,7,7,7,7,6,3,7,4,7,7,3
08697J,08697J,Complete,Passed,2,-185,7,7,7,7,7,7,7,7,7,7,7,7
08699F,08699F,Complete,Passed,2,-225,7,7,7,7,7,6,6,7,7,7,7,6
08700A,08700A,Complete,Passed,2,-187,7,7,7,7,7,7,7,7,7,7,7,7
08701V,08701V,Complete,Passed,2,-186,7,7,7,6,6,6,6,5,6,7,6,6
08702T,08702T,Complete,Passed,2,-161,7,7,7,7,7,6,6,7,7,7,7,6
08703R,08703R,Complete,Passed,2,-187,7,7,7,7,7,7,7,7,7,7,7,7
08709F,08709F,Complete,Passed,2,-195,7,7,7,7,7,6,6,7,7,7,7,7
08713O,08713O,Complete,Passed,2,-186,6,6,6,6,6,5,3,5,4,6,6,3
08714M,08714M,Complete,Passed,2,-185,7,7,7,7,7,6,6,7,6,7,6,6
08716I,08716I,Complete,Passed,2,-188,7,7,7,7,7,7,7,7,7,7,7,7
08718E,08718E,Complete,Passed,2,-202,7,7,7,7,7,6,6,7,6,7,6,6
08720R,08720R,Complete,Passed,2,-190,6,6,7,6,6,6,6,5,6,6,6,5
08721P,08721P,Complete,Passed,2,-186,7,7,7,7,7,7,7,7,7,7,7,7
08725H,08725H,Complete,Passed,2,-202,7,7,4,5,7,6,7,1,7,7,1,7
08728B,08728B,Complete,Passed,2,-205,7,7,7,7,7,7,7,7,7,7,7,7
08729W,08729W,Complete,Passed,2,-185,6,5,7,7,6,4,4,7,5,6,6,6
08735E,08735E,Complete,Passed,2,-184,7,7,7,7,7,6,6,7,7,7,7,7
08737A,08737A,Complete,Passed,2,-190,7,7,7,5,7,5,5,5,5,7,6,5
08739T,08739T,Complete,Passed,2,-197,7,7,7,6,6,4,4,5,5,7,7,4
08745B,08745B,Complete,Passed,2,-184,7,7,7,7,7,7,7,7,7,7,7,7
08746W,08746W,Complete,Passed,2,-206,7,7,5,5,7,6,7,5,7,7,5,7
08748S,08748S,Complete,Passed,2,-213,7,7,7,7,7,6,6,7,6,7,6,6
08751G,08751G,Complete,Passed,2,-142,6,6,6,6,6,6,6,6,6,6,6,6
08752E,08752E,Complete,Passed,2,-203,7,7,5,5,6,6,6,5,6,6,6,6
08753C,08753C,Complete,Passed,2,-187,7,7,6,6,7,5,5,6,5,7,7,5
08756T,08756T,Complete,Passed,2,-162,7,7,7,7,7,7,7,7,7,7,7,7
08759N,08759N,Complete,Passed,2,-186,7,7,6,6,7,6,6,6,6,6,6,6
08762B,08762B,Complete,Passed,2,-180,7,7,7,7,6,5,5,5,6,7,7,6
08763W,08763W,Complete,Passed,2,-190,7,7,6,6,7,6,6,6,7,7,7,7
08766Q,08766Q,Complete,Passed,2,-190,7,7,7,7,7,7,7,7,7,7,7,7
08767O,08767O,Complete,Passed,2,-179,7,7,7,7,7,6,6,6,6,7,6,6
08768M,08768M,Complete,Passed,2,-198,7,7,7,7,7,5,4,5,4,7,5,5
08769K,08769K,Complete,Passed,2,-170,7,7,7,7,7,7,6,7,7,7,6,6
08773T,08773T,Complete,Passed,2,-204,7,7,7,7,7,7,7,7,7,7,7,7
08774R,08774R,Complete,Passed,2,-136,7,7,5,5,7,7,7,5,7,7,3,7
08775P,08775P,Complete,Passed,2,-206,7,7,6,6,7,6,6,6,6,7,6,6
08777L,08777L,Complete,Passed,2,-212,7,7,7,7,7,6,6,7,7,7,7,6
08780W,08780W,Complete,Passed,2,-184,7,7,7,7,7,7,7,7,7,7,7,7
08782S,08782S,Complete,Passed,2,-137,5,5,5,5,4,5,4,5,4,7,6,4
08784O,08784O,Complete,Passed,2,-163,7,7,7,7,7,7,7,7,7,7,7,7
08785M,08785M,Complete,Passed,2,-184,7,7,7,7,7,7,7,7,7,7,7,7
08787I,08787I,Complete,Passed,2,-191,7,7,7,7,7,7,7,7,7,7,7,7
08790T,08790T,Complete,Passed,2,-182,7,7,7,7,7,6,6,7,7,7,7,6
08792P,08792P,Complete,Passed,2,-218,7,7,7,7,7,7,6,7,7,7,7,7
08793N,08793N,Complete,Passed,2,-141,7,7,6,6,7,5,5,6,5,7,6,5
08795J,08795J,Complete,Passed,2,-187,6,6,7,7,7,5,5,6,6,7,6,5
08797F,08797F,Complete,Passed,2,-135,7,7,7,7,7,6,6,7,6,7,7,7
08799B,08799B,Complete,Passed,2,-200,1,1,5,6,4,3,1,4,6,7,6,7
08800T,08800T,Complete,Passed,2,-193,7,7,7,7,7,7,7,7,7,7,7,7
08802P,08802P,Complete,Passed,2,-193,7,7,7,7,7,7,7,7,7,7,7,7
08803N,08803N,Complete,Passed,2,-220,7,7,6,6,7,7,7,7,7,7,7,7
08805J,08805J,Complete,Passed,2,-187,7,7,7,7,7,7,5,7,7,7,7,7
08807F,08807F,Complete,Passed,2,-148,1,1,1,1,1,1,2,1,1,1,1,1
